
id_venta;id_prod;id_cliente ;id_territorio;cod_pago ;id_vendedor ;fecha_venta;fecha_entrega;fecha_pago ;valor_unidad;cantidad ;costos _directos ;costos_indirectos 
307;44;61;16;105;75;5 05 2018;6 05 2018;12 05 2018;440;2;352;140,8
308;13;283;15;106;66;27 01 2019;28 01 2019;16 02 2019;128;110;7040;4224
309;31;210;5;104;45;15 09 2018;7 10 2018;19 10 2018;575;103;23690;14214
310;8;279;15;103;18;21 07 2018;26 07 2018;6 08 2018;126;111;6993;2797,2
311;55;327;17;106;14;27 08 2019;15 09 2019;17 09 2019;832;117;48672;29203,2
312;66;40;14;103;95;15 06 2019;13 07 2019;15 07 2019;430;98;16856;6742,4
313;67;104;20;102;78;26 05 2019;21 06 2019;4 07 2019;95;76;2888;1155,2
314;8;226;1;104;67;22 11 2019;30 11 2019;10 12 2019;323;29;4683,5;2810,1
315;91;222;14;106;8;24 08 2019;5 09 2019;27 09 2019;682;79;21551,2;10775,6
316;41;334;7;104;103;4 11 2018;25 11 2018;27 11 2018;582;60;13968;8380,8
317;88;259;10;102;20;8 12 2018;8 12 2018;18 12 2018;294;77;11319;5659,5
318;43;67;11;103;41;6 08 2018;26 08 2018;26 08 2018;463;86;19909;9954,5
319;95;271;16;105;70;16 08 2019;17 08 2019;9 09 2019;527;89;18761,2;9380,6
320;7;66;19;106;2;5 10 2019;19 10 2019;25 10 2019;886;22;9746;5847,6
321;10;113;2;105;81;14 02 2019;19 02 2019;24 02 2019;723;3;867,6;433,8
322;64;231;9;105;29;15 07 2019;27 07 2019;24 08 2019;201;14;1125,6;450,24
323;30;160;16;103;11;19 03 2018;25 03 2018;2 04 2018;586;28;8204;3281,6
324;20;195;5;101;101;29 05 2018;22 06 2018;30 06 2018;214;65;5564;2225,6
325;14;8;10;101;74;22 07 2018;27 07 2018;23 08 2018;832;106;35276,8;14110,72
326;22;255;6;105;26;19 03 2018;18 04 2018;20 04 2018;876;8;2803,2;1681,92
327;56;269;15;102;59;4 08 2018;7 08 2018;5 09 2018;376;3;451,2;225,6
328;85;133;12;104;71;30 09 2018;6 10 2018;15 10 2018;78;49;1911;955,5
329;95;56;3;101;33;2 01 2018;27 01 2018;31 01 2018;763;20;6104;2441,6
330;84;39;12;102;6;29 08 2019;22 09 2019;15 10 2019;534;115;24564;14738,4
331;10;190;2;103;11;18 03 2019;3 04 2019;27 04 2019;678;30;10170;6102
332;51;161;18;105;74;11 06 2019;13 06 2019;30 06 2019;171;106;9063;5437,8
333;63;231;13;104;20;20 12 2019;24 12 2019;10 01 2020;967;23;11120,5;4448,2
334;68;205;11;104;102;17 03 2019;20 03 2019;18 04 2019;816;41;13382,4;5352,96
335;11;29;1;106;64;8 12 2019;16 12 2019;30 12 2019;830;52;17264;10358,4
336;46;49;14;103;67;30 09 2018;2 10 2018;20 10 2018;692;7;2422;968,8
337;46;227;17;103;26;31 01 2018;3 02 2018;3 03 2018;308;107;13182,4;7909,44
338;93;141;15;103;96;14 10 2019;6 11 2019;15 11 2019;316;119;15041,6;6016,64
339;87;115;7;101;62;24 04 2018;3 05 2018;2 06 2018;275;21;2310;924
340;3;292;6;101;46;24 11 2018;23 12 2018;24 12 2018;912;83;30278,4;18167,04
341;31;6;16;102;43;14 10 2019;31 10 2019;5 11 2019;737;53;15624,4;7812,2
342;94;311;6;101;100;17 04 2018;6 05 2018;3 06 2018;230;45;5175;2070
343;26;285;18;105;43;14 06 2019;19 06 2019;30 06 2019;915;6;2745;1372,5
344;41;198;16;101;52;6 08 2018;29 08 2018;21 09 2018;882;16;7056;4233,6
345;71;273;18;102;95;21 02 2018;1 03 2018;26 03 2018;619;108;26740,8;16044,48
346;43;95;18;101;39;3 11 2018;7 11 2018;15 11 2018;17;100;680;272
347;65;145;1;101;92;28 12 2019;24 01 2020;7 02 2020;90;95;4275;1710
348;71;254;10;106;21;18 08 2019;6 09 2019;6 10 2019;973;73;35514,5;21308,7
349;49;3;3;101;51;2 07 2018;21 07 2018;12 08 2018;427;104;17763,2;7105,28
350;5;158;17;105;2;26 04 2018;12 05 2018;30 05 2018;490;3;588;294
351;53;245;19;104;53;10 06 2018;5 07 2018;9 07 2018;166;87;7221;3610,5
352;24;226;6;106;102;20 07 2018;20 07 2018;2 08 2018;468;112;20966,4;12579,84
353;36;219;4;106;94;9 09 2019;20 09 2019;11 10 2019;993;55;27307,5;13653,75
354;61;243;14;105;14;25 11 2018;11 12 2018;27 12 2018;223;109;12153,5;6076,75
355;58;51;3;103;15;26 06 2018;24 07 2018;6 08 2018;63;57;1436,4;718,2
356;93;330;18;105;34;20 04 2018;22 04 2018;16 05 2018;69;94;2594,4;1037,76
357;48;30;3;102;87;30 07 2019;10 08 2019;17 08 2019;438;50;10950;6570
358;77;325;3;101;55;25 08 2018;20 09 2018;2 10 2018;49;94;1842,4;1105,44
359;40;271;12;105;30;2 05 2019;22 05 2019;13 06 2019;93;93;4324,5;2162,25
360;84;114;3;104;57;11 10 2019;26 10 2019;18 11 2019;632;16;5056;3033,6
361;47;327;8;106;9;10 03 2019;19 03 2019;26 03 2019;353;73;10307,6;4123,04
362;68;130;14;103;30;18 07 2019;6 08 2019;12 08 2019;152;75;5700;2280
363;65;206;11;104;47;25 12 2019;28 12 2019;24 01 2020;831;64;26592;10636,8
364;46;156;9;101;43;6 11 2019;17 11 2019;3 12 2019;500;111;22200;8880
365;26;35;18;106;46;20 05 2018;7 06 2018;5 07 2018;921;76;27998,4;16799,04
366;51;79;9;105;99;13 04 2019;23 04 2019;4 05 2019;449;25;4490;2694
367;78;81;11;105;4;14 05 2019;11 06 2019;17 06 2019;207;91;9418,5;3767,4
368;56;25;16;104;9;15 07 2019;23 07 2019;5 08 2019;889;69;30670,5;12268,2
369;24;116;14;106;85;9 04 2018;8 05 2018;13 05 2018;963;62;23882,4;9552,96
370;28;255;13;103;84;23 09 2019;26 09 2019;3 10 2019;201;46;4623;2773,8
371;74;160;19;105;79;17 02 2018;13 03 2018;22 03 2018;16;74;592;296
372;10;116;3;105;87;21 02 2018;20 03 2018;12 04 2018;816;32;10444,8;6266,88
373;40;2;20;105;79;19 05 2019;8 06 2019;8 06 2019;327;30;4905;1962
374;55;150;13;102;32;26 04 2019;1 05 2019;12 05 2019;130;99;6435;2574
375;32;153;14;106;54;30 06 2018;15 07 2018;16 07 2018;251;66;6626,4;3975,84
376;61;44;1;105;3;10 05 2018;26 05 2018;13 06 2018;831;108;35899,2;17949,6
377;73;83;6;104;63;20 12 2019;20 12 2019;22 12 2019;791;87;27526,8;11010,72
378;93;271;10;102;42;16 04 2019;27 04 2019;9 05 2019;495;108;21384;10692
379;24;296;4;101;56;12 09 2019;12 10 2019;12 10 2019;290;19;2755;1653
380;61;206;2;104;61;30 01 2019;26 02 2019;6 03 2019;277;47;6509,5;2603,8
381;59;11;19;102;12;6 04 2019;28 04 2019;20 05 2019;13;41;266,5;133,25
382;69;227;3;103;71;20 10 2019;1 11 2019;27 11 2019;472;69;16284;9770,4
383;51;233;3;103;1;4 10 2019;22 10 2019;16 11 2019;940;57;26790;16074
384;87;289;11;105;86;26 05 2018;5 06 2018;8 06 2018;596;40;9536;4768
385;23;186;9;101;3;5 12 2018;19 12 2018;15 01 2019;123;1;61,5;36,9
386;26;116;18;106;55;12 09 2018;12 09 2018;2 10 2018;10;18;72;43,2
387;70;134;3;102;24;24 12 2018;28 12 2018;7 01 2019;749;55;20597,5;8239
388;49;256;11;101;30;1 06 2018;29 06 2018;22 07 2018;467;33;7705,5;3082,2
389;21;280;2;103;98;22 02 2019;9 03 2019;28 03 2019;650;16;4160;2080
390;56;111;1;101;75;8 01 2019;13 01 2019;8 02 2019;637;11;3503,5;1401,4
391;7;148;4;101;62;6 01 2019;22 01 2019;20 02 2019;682;65;17732;10639,2
392;66;303;20;104;90;25 05 2019;2 06 2019;20 06 2019;214;67;5735,2;3441,12
393;87;275;4;104;36;10 11 2019;27 11 2019;6 12 2019;504;32;8064;4032
394;2;110;8;103;79;2 09 2019;29 09 2019;22 10 2019;625;16;5000;2000
395;68;270;5;105;70;18 12 2019;29 12 2019;16 01 2020;888;16;7104;4262,4
396;70;271;14;103;60;15 09 2019;15 09 2019;1 10 2019;477;119;28381,5;17028,9
397;56;186;11;102;71;19 04 2019;5 05 2019;20 05 2019;219;47;5146,5;2573,25
398;51;164;5;101;30;10 03 2019;30 03 2019;7 04 2019;399;78;12448,8;4979,52
399;57;286;7;106;11;28 12 2018;2 01 2019;13 01 2019;265;105;11130;6678
400;12;193;1;106;39;19 01 2018;4 02 2018;6 03 2018;60;1;30;12
401;49;163;6;104;40;7 10 2019;22 10 2019;18 11 2019;374;62;9275,2;5565,12
402;70;286;14;102;16;14 05 2019;14 05 2019;20 05 2019;240;44;4224;1689,6
403;26;29;1;105;11;24 08 2018;24 08 2018;12 09 2018;280;22;3080;1848
404;16;128;19;104;4;17 10 2019;25 10 2019;27 10 2019;502;33;8283;4969,8
405;94;175;12;105;40;19 05 2019;21 05 2019;25 05 2019;706;14;4942;2471
406;69;215;17;106;97;3 03 2018;10 03 2018;13 03 2018;329;71;9343,6;5606,16
407;28;147;8;104;8;13 10 2018;9 11 2018;4 12 2018;197;50;4925;2462,5
408;49;306;4;102;51;16 04 2018;25 04 2018;4 05 2018;829;101;33491,6;16745,8
409;62;278;11;102;23;30 01 2018;14 02 2018;21 02 2018;253;23;2327,6;931,04
410;30;35;20;106;40;22 09 2018;22 09 2018;25 09 2018;328;59;7740,8;3870,4
411;22;8;18;104;102;9 01 2018;15 01 2018;1 02 2018;456;17;3100,8;1860,48
412;57;264;4;103;9;1 03 2018;16 03 2018;1 04 2018;283;109;12338,8;7403,28
413;24;61;12;104;86;4 08 2018;15 08 2018;27 08 2018;684;70;19152;7660,8
414;56;142;19;101;53;9 04 2018;8 05 2018;12 05 2018;711;23;6541,2;3270,6
415;57;65;15;102;67;12 07 2019;4 08 2019;2 09 2019;445;57;10146;6087,6
416;44;10;1;106;67;4 05 2018;21 05 2018;12 06 2018;303;118;14301,6;8580,96
417;5;127;19;103;22;25 09 2018;22 10 2018;29 10 2018;285;57;8122,5;4873,5
418;34;15;6;103;54;12 05 2019;5 06 2019;17 06 2019;720;100;36000;18000
419;44;91;12;102;33;10 06 2018;27 06 2018;15 07 2018;386;98;18914;7565,6
420;86;38;20;106;96;19 03 2018;27 03 2018;31 03 2018;395;49;7742;4645,2
421;33;190;9;102;33;13 11 2019;23 11 2019;23 12 2019;181;45;4072,5;2036,25
422;36;49;4;106;33;11 02 2018;24 02 2018;7 03 2018;243;110;10692;6415,2
423;51;135;20;103;76;13 07 2018;22 07 2018;27 07 2018;325;60;7800;4680
424;93;246;1;106;71;22 02 2019;22 03 2019;23 03 2019;673;88;29612;17767,2
425;39;257;3;101;56;22 10 2018;11 11 2018;25 11 2018;141;24;1353,6;541,44
426;16;232;11;105;21;29 03 2018;20 04 2018;17 05 2018;194;16;1552;931,2
427;74;205;6;106;77;10 08 2018;31 08 2018;19 09 2018;573;92;26358;10543,2
428;72;262;11;106;59;28 03 2018;17 04 2018;8 05 2018;470;73;17155;10293
429;77;78;14;102;61;13 06 2018;27 06 2018;15 07 2018;836;12;4012,8;2407,68
430;54;239;18;102;24;27 02 2019;19 03 2019;2 04 2019;177;97;6867,6;3433,8
431;66;124;6;106;44;15 09 2018;20 09 2018;20 10 2018;881;64;28192;11276,8
432;50;46;14;102;78;28 05 2019;17 06 2019;18 06 2019;95;21;997,5;598,5
433;81;181;1;106;87;21 03 2018;22 03 2018;7 04 2018;596;70;16688;6675,2
434;51;175;15;102;75;3 10 2019;14 10 2019;8 11 2019;445;90;16020;8010
435;2;92;13;102;47;22 10 2019;6 11 2019;29 11 2019;754;60;18096;10857,6
436;58;280;10;106;101;4 01 2019;6 01 2019;21 01 2019;374;38;7106;3553
437;86;189;4;102;82;13 08 2019;16 08 2019;9 09 2019;495;100;24750;14850
438;64;147;9;102;104;21 09 2019;25 09 2019;21 10 2019;187;116;8676,8;5206,08
439;17;130;11;105;1;7 12 2019;6 01 2020;13 01 2020;698;66;18427,2;7370,88
440;85;8;6;101;24;10 04 2018;2 05 2018;25 05 2018;308;20;2464;985,6
441;28;235;10;106;84;14 06 2019;24 06 2019;4 07 2019;618;38;9393,6;4696,8
442;89;210;9;103;33;3 04 2019;28 04 2019;11 05 2019;359;12;2154;1077
443;18;21;8;104;18;20 11 2019;21 11 2019;15 12 2019;272;11;1196,8;718,08
444;33;212;10;103;44;1 08 2018;31 08 2018;20 09 2018;634;7;2219;887,6
445;45;101;4;102;69;31 01 2019;26 02 2019;27 03 2019;268;82;10988;5494
446;61;54;1;105;43;7 07 2019;3 08 2019;24 08 2019;775;112;34720;13888
447;46;247;10;105;9;10 05 2018;17 05 2018;26 05 2018;840;68;28560;11424
448;33;279;7;104;84;25 08 2019;1 09 2019;27 09 2019;996;45;22410;8964
449;25;285;11;101;75;24 01 2019;20 02 2019;16 03 2019;253;19;1922,8;961,4
450;14;109;6;105;3;13 02 2018;14 03 2018;15 03 2018;232;78;7238,4;4343,04
451;77;227;11;106;47;22 05 2019;20 06 2019;10 07 2019;275;76;8360;5016
452;83;98;20;104;31;4 07 2018;26 07 2018;17 08 2018;459;80;14688;8812,8
453;6;43;4;103;20;18 03 2019;7 04 2019;16 04 2019;853;103;43929,5;21964,75
454;18;94;20;106;22;18 10 2018;25 10 2018;8 11 2018;679;5;1697,5;848,75
455;52;286;5;102;26;6 10 2019;24 10 2019;10 11 2019;87;28;974,4;584,64
456;46;225;12;104;76;29 03 2018;10 04 2018;12 04 2018;506;80;20240;12144
457;65;274;6;105;25;6 03 2019;8 03 2019;25 03 2019;356;98;17444;6977,6
458;1;31;14;103;83;20 09 2018;8 10 2018;5 11 2018;476;3;571,2;285,6
459;41;146;3;106;78;25 05 2019;11 06 2019;3 07 2019;872;94;40984;24590,4
460;63;242;12;104;4;8 02 2018;14 02 2018;23 02 2018;626;35;8764;5258,4
461;58;293;7;102;59;22 12 2018;1 01 2019;5 01 2019;169;91;6151,6;3690,96
462;91;134;20;104;100;2 10 2019;8 10 2019;29 10 2019;291;29;3375,6;2025,36
463;43;133;7;104;23;10 01 2019;5 02 2019;5 02 2019;676;114;30825,6;15412,8
464;96;316;4;105;49;14 08 2018;9 09 2018;2 10 2018;599;5;1198;718,8
465;39;81;10;106;91;16 12 2018;31 12 2018;3 01 2019;387;107;20704,5;8281,8
466;70;249;9;101;7;14 08 2018;29 08 2018;28 09 2018;13;106;689;413,4
467;59;139;3;104;95;19 12 2019;27 12 2019;2 01 2020;954;13;6201;3720,6
468;10;170;1;102;44;15 10 2018;8 11 2018;15 11 2018;725;74;26825;16095
469;41;126;9;105;74;23 08 2019;8 09 2019;30 09 2019;473;13;2459,6;1229,8
470;85;238;14;103;93;30 04 2018;17 05 2018;25 05 2018;15;100;750;375
471;51;190;13;105;77;4 01 2019;1 02 2019;10 02 2019;574;22;6314;3157
472;55;3;15;106;32;6 10 2019;13 10 2019;3 11 2019;212;120;12720;5088
473;22;82;9;105;37;19 11 2019;14 12 2019;27 12 2019;983;8;3145,6;1887,36
474;46;57;13;106;33;15 01 2019;19 01 2019;21 01 2019;966;73;35259;21155,4
475;54;110;14;101;104;15 04 2018;14 05 2018;6 06 2018;409;42;8589;5153,4
476;34;302;2;101;80;15 09 2019;5 10 2019;17 10 2019;178;40;2848;1139,2
477;46;159;16;102;89;7 06 2018;2 07 2018;21 07 2018;648;119;38556;15422,4
478;57;236;13;104;20;11 06 2018;8 07 2018;8 07 2018;260;14;1456;728
479;3;273;1;103;46;27 01 2018;22 02 2018;19 03 2018;382;89;13599,2;8159,52
480;43;148;8;106;101;4 04 2019;25 04 2019;29 04 2019;536;28;6003,2;3001,6
481;69;239;8;103;34;23 03 2019;23 03 2019;5 04 2019;752;100;37600;18800
482;23;126;18;106;13;13 05 2018;11 06 2018;6 07 2018;870;112;48720;19488
483;93;159;8;104;87;12 06 2018;10 07 2018;20 07 2018;12;12;57,6;23,04
484;85;66;2;106;29;15 10 2018;10 11 2018;17 11 2018;75;22;825;495
485;23;164;18;106;24;12 01 2019;22 01 2019;23 01 2019;74;67;2479;1487,4
486;29;267;7;105;68;11 01 2018;15 01 2018;22 01 2018;652;66;17212,8;6885,12
487;22;279;2;101;57;15 09 2018;20 09 2018;30 09 2018;805;35;14087,5;7043,75
488;76;246;16;101;32;25 03 2018;19 04 2018;26 04 2018;126;50;2520;1008
489;66;126;20;102;48;7 09 2018;27 09 2018;12 10 2018;151;89;5375,6;3225,36
490;35;62;18;103;20;6 10 2019;11 10 2019;9 11 2019;872;36;15696;7848
491;15;265;10;103;20;25 02 2019;19 03 2019;16 04 2019;98;32;1254,4;627,2
492;31;54;14;102;72;21 04 2019;18 05 2019;6 06 2019;182;25;1820;728
493;3;292;2;106;70;24 07 2018;4 08 2018;18 08 2018;569;48;10924,8;4369,92
494;16;175;15;102;18;10 06 2018;28 06 2018;15 07 2018;66;108;2851,2;1425,6
495;38;161;14;103;60;17 03 2018;2 04 2018;22 04 2018;839;16;5369,6;2684,8
496;80;237;12;103;5;17 06 2019;1 07 2019;5 07 2019;183;49;4483,5;1793,4
497;44;284;6;101;46;29 08 2018;3 09 2018;26 09 2018;194;7;679;407,4
498;77;157;14;104;52;20 05 2018;4 06 2018;25 06 2018;123;58;2853,6;1141,44
499;94;69;5;101;78;8 06 2018;10 06 2018;27 06 2018;957;95;45457,5;18183
500;88;36;4;105;82;4 08 2018;6 08 2018;12 08 2018;677;54;14623,2;7311,6
501;21;260;17;103;86;26 07 2019;20 08 2019;8 09 2019;52;28;582,4;232,96
502;41;56;18;101;19;1 11 2019;4 11 2019;28 11 2019;220;76;8360;3344
503;4;98;19;105;66;6 06 2019;17 06 2019;5 07 2019;512;34;8704;3481,6
504;50;213;5;104;78;10 03 2019;26 03 2019;12 04 2019;516;104;26832;10732,8
505;36;14;5;106;22;10 10 2019;11 10 2019;29 10 2019;360;23;4140;2070
506;49;166;5;101;85;19 12 2018;9 01 2019;11 01 2019;55;73;2007,5;803
507;91;204;17;102;98;16 06 2018;29 06 2018;26 07 2018;922;52;19177,6;9588,8
508;79;70;10;104;73;27 09 2018;24 10 2018;27 10 2018;600;119;28560;17136
509;72;11;9;103;9;28 07 2018;7 08 2018;9 08 2018;151;58;4379;2189,5
510;64;105;18;102;29;15 09 2019;12 10 2019;25 10 2019;567;18;5103;3061,8
511;31;140;19;102;12;5 12 2019;28 12 2019;19 01 2020;865;41;14186;7093
512;6;120;3;105;33;25 02 2019;26 02 2019;25 03 2019;667;40;13340;5336
513;26;269;15;101;30;8 10 2018;1 11 2018;1 11 2018;735;79;23226;9290,4
514;12;299;16;105;36;12 03 2018;3 04 2018;14 04 2018;385;68;13090;6545
515;17;133;7;102;19;21 05 2019;14 06 2019;24 06 2019;222;58;5150,4;2060,16
516;52;270;4;102;2;8 08 2018;12 08 2018;1 09 2018;553;92;20350,4;12210,24
517;93;223;8;106;8;27 01 2018;18 02 2018;2 03 2018;145;101;7322,5;3661,25
518;35;19;9;101;12;25 03 2018;28 03 2018;11 04 2018;278;62;6894,4;4136,64
519;24;181;9;105;95;14 04 2018;28 04 2018;14 05 2018;973;84;32692,8;16346,4
520;74;332;10;105;23;8 03 2019;3 04 2019;10 04 2019;327;60;9810;5886
521;20;69;3;104;103;6 02 2018;7 03 2018;6 04 2018;984;50;24600;14760
522;27;17;19;106;90;26 04 2019;17 05 2019;15 06 2019;910;52;18928;11356,8
523;50;327;10;102;74;20 09 2018;20 10 2018;30 10 2018;140;96;5376;2150,4
524;12;43;19;104;34;1 08 2019;3 08 2019;6 08 2019;556;36;10008;4003,2
525;46;34;11;101;70;3 03 2019;23 03 2019;6 04 2019;370;49;9065;5439
526;17;188;6;102;51;15 06 2018;1 07 2018;18 07 2018;479;107;20501,2;10250,6
527;57;121;1;106;67;11 09 2019;6 10 2019;9 10 2019;424;80;16960;8480
528;32;140;15;103;78;1 01 2018;18 01 2018;22 01 2018;343;85;14577,5;5831
529;47;296;5;101;27;26 11 2019;10 12 2019;26 12 2019;875;24;10500;6300
530;88;140;4;106;101;20 07 2019;12 08 2019;31 08 2019;296;5;592;236,8
531;90;77;17;102;105;15 03 2018;25 03 2018;9 04 2018;737;32;9433,6;5660,16
532;26;109;6;102;100;18 04 2019;10 05 2019;4 06 2019;277;117;12963,6;6481,8
533;36;7;8;105;22;21 02 2018;22 02 2018;3 03 2018;454;110;24970;12485
534;41;111;3;101;89;16 01 2019;20 01 2019;18 02 2019;710;75;26625;10650
535;68;147;15;105;46;23 05 2018;27 05 2018;27 05 2018;599;11;3294,5;1647,25
536;46;292;19;103;46;17 09 2019;9 10 2019;21 10 2019;384;101;15513,6;7756,8
537;74;72;2;101;40;23 04 2018;2 05 2018;2 05 2018;297;80;11880;4752
538;29;8;15;106;54;16 12 2019;7 01 2020;10 01 2020;924;3;1108,8;554,4
539;89;278;13;101;90;23 07 2018;15 08 2018;27 08 2018;656;24;7872;3148,8
540;38;47;20;101;11;27 09 2018;27 09 2018;25 10 2018;690;66;18216;7286,4
541;41;26;6;105;56;1 11 2018;1 11 2018;10 11 2018;577;12;3462;1384,8
542;71;225;1;102;74;7 06 2018;13 06 2018;29 06 2018;351;56;9828;3931,2
543;23;291;1;104;93;14 03 2019;22 03 2019;8 04 2019;146;48;3504;1401,6
544;81;132;17;105;94;20 03 2019;19 04 2019;7 05 2019;497;65;16152,5;6461
545;38;174;14;106;105;22 04 2018;4 05 2018;12 05 2018;316;65;10270;6162
546;6;303;17;106;62;18 03 2019;15 04 2019;14 05 2019;621;104;32292;12916,8
547;61;297;4;104;2;20 06 2019;14 07 2019;12 08 2019;883;67;23664,4;11832,2
548;75;155;8;105;80;11 03 2018;11 03 2018;28 03 2018;267;96;12816;5126,4
549;36;273;5;105;31;29 06 2019;16 07 2019;16 07 2019;772;52;16057,6;8028,8
550;90;160;19;105;81;20 04 2019;23 04 2019;30 04 2019;157;118;7410,4;4446,24
551;2;162;18;104;74;4 10 2019;23 10 2019;8 11 2019;153;105;8032,5;4016,25
552;37;197;17;102;95;10 03 2018;23 03 2018;20 04 2018;761;27;8218,8;4109,4
553;38;269;4;105;1;23 10 2019;20 11 2019;20 12 2019;310;29;3596;1798
554;67;204;9;103;64;14 12 2018;18 12 2018;23 12 2018;599;22;5271,2;2635,6
555;52;44;12;105;54;24 08 2019;26 08 2019;29 08 2019;105;47;1974;987
556;46;297;5;103;105;15 05 2019;2 06 2019;20 06 2019;579;82;18991,2;9495,6
557;65;236;18;102;38;13 12 2018;2 01 2019;1 02 2019;607;112;33992;16996
558;13;47;17;105;102;28 04 2018;3 05 2018;22 05 2018;326;107;13952,8;5581,12
559;33;203;5;104;76;11 12 2019;13 12 2019;10 01 2020;72;70;2016;1209,6
560;89;192;18;103;1;28 09 2018;6 10 2018;31 10 2018;288;10;1440;576
561;8;310;15;103;6;14 01 2018;12 02 2018;19 02 2018;245;104;12740;7644
562;23;209;12;105;83;10 11 2018;27 11 2018;8 12 2018;619;64;19808;11884,8
563;24;301;17;103;72;23 07 2019;21 08 2019;13 09 2019;152;14;1064;532
564;42;241;3;103;13;12 03 2019;28 03 2019;12 04 2019;79;62;2449;1469,4
565;26;284;20;105;28;30 12 2018;9 01 2019;15 01 2019;752;77;28952;11580,8
566;34;245;13;105;54;24 04 2019;17 05 2019;23 05 2019;509;116;29522;11808,8
567;59;266;11;106;12;1 01 2019;11 01 2019;24 01 2019;451;36;6494,4;2597,76
568;46;230;15;102;30;19 07 2018;11 08 2018;10 09 2018;937;90;42165;21082,5
569;58;108;13;102;73;12 04 2018;3 05 2018;22 05 2018;896;58;25984;12992
570;11;211;4;103;3;23 12 2019;15 01 2020;9 02 2020;579;1;289,5;115,8
571;33;293;11;105;95;23 01 2018;17 02 2018;7 03 2018;916;18;6595,2;3957,12
572;87;63;17;101;26;23 10 2018;30 10 2018;11 11 2018;800;81;32400;16200
573;73;278;14;104;81;14 05 2018;7 06 2018;19 06 2018;512;16;4096;1638,4
574;87;68;10;102;44;4 10 2018;14 10 2018;30 10 2018;406;68;11043,2;5521,6
575;20;140;12;101;59;7 10 2019;29 10 2019;5 11 2019;981;69;27075,6;10830,24
576;96;37;1;103;1;14 02 2018;25 02 2018;14 03 2018;434;107;23219;9287,6
577;7;70;1;106;27;1 12 2018;23 12 2018;17 01 2019;138;16;883,2;529,92
578;16;319;20;106;49;11 05 2019;2 06 2019;16 06 2019;414;68;11260,8;4504,32
579;30;19;1;105;83;14 06 2018;9 07 2018;6 08 2018;615;54;16605;8302,5
580;23;50;8;101;72;9 10 2019;22 10 2019;21 11 2019;815;108;44010;26406
581;22;303;8;103;93;20 11 2018;25 11 2018;12 12 2018;115;22;1265;759
582;15;125;3;106;79;10 08 2018;10 08 2018;12 08 2018;978;106;41467,2;24880,32
583;69;98;11;101;27;16 07 2019;11 08 2019;9 09 2019;608;104;25292,8;10117,12
584;29;299;8;102;56;21 11 2019;1 12 2019;25 12 2019;891;66;29403;17641,8
585;47;250;3;105;81;12 12 2018;28 12 2018;22 01 2019;930;104;48360;19344
586;21;76;4;101;105;8 01 2019;14 01 2019;18 01 2019;222;26;2886;1731,6
587;51;27;12;103;88;4 07 2018;18 07 2018;31 07 2018;324;48;6220,8;3732,48
588;77;267;19;105;53;9 08 2019;6 09 2019;3 10 2019;58;39;904,8;452,4
589;30;52;4;102;37;26 07 2019;7 08 2019;12 08 2019;77;78;2402,4;1201,2
590;1;144;2;105;23;22 11 2019;16 12 2019;19 12 2019;790;103;32548;16274
591;19;117;11;106;72;15 07 2018;31 07 2018;17 08 2018;111;102;5661;2264,4
592;33;227;6;102;94;5 10 2019;9 10 2019;11 10 2019;271;68;7371,2;4422,72
593;1;86;11;104;86;5 10 2018;20 10 2018;5 11 2018;144;13;748,8;299,52
594;27;9;15;106;70;16 04 2018;24 04 2018;9 05 2018;146;43;2511,2;1004,48
595;74;59;12;106;19;31 07 2018;15 08 2018;6 09 2018;431;4;689,6;275,84
596;82;163;9;103;103;29 03 2019;1 04 2019;14 04 2019;15;77;462;184,8
597;29;242;12;104;46;22 09 2018;22 09 2018;15 10 2018;759;90;27324;10929,6
598;32;246;7;105;81;9 11 2019;9 11 2019;9 12 2019;729;16;5832;3499,2
599;70;35;18;102;65;16 04 2019;28 04 2019;25 05 2019;480;39;7488;2995,2
600;28;264;3;105;23;24 05 2018;12 06 2018;13 06 2018;787;107;33683,6;16841,8
601;12;69;6;101;10;30 11 2019;26 12 2019;2 01 2020;124;2;124;62
602;25;335;12;102;49;7 12 2018;29 12 2018;4 01 2019;208;66;5491,2;3294,72
603;89;162;10;105;67;20 05 2019;12 06 2019;23 06 2019;609;40;9744;3897,6
604;34;292;1;102;31;29 11 2018;26 12 2018;9 01 2019;217;89;9656,5;3862,6
605;61;326;15;105;61;28 02 2019;16 03 2019;4 04 2019;75;38;1140;456
606;5;331;16;101;55;1 12 2019;11 12 2019;18 12 2019;635;51;12954;5181,6
607;81;102;8;101;66;7 12 2018;2 01 2019;2 01 2019;865;114;39444;15777,6
608;10;166;19;105;92;7 11 2019;1 12 2019;14 12 2019;972;100;38880;15552
609;63;247;6;102;63;12 04 2018;21 04 2018;16 05 2018;530;6;1590;636
610;80;30;7;101;15;23 11 2018;20 12 2018;5 01 2019;478;56;10707,2;5353,6
611;39;257;16;102;35;25 01 2019;18 02 2019;9 03 2019;197;29;2285,2;914,08
612;29;127;19;104;97;14 09 2019;13 10 2019;1 11 2019;305;62;7564;3025,6
613;14;40;18;101;1;30 04 2019;6 05 2019;23 05 2019;871;114;49647;29788,2
614;86;286;10;101;35;13 11 2019;1 12 2019;16 12 2019;16;118;944;472
