ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-167,2,15/02/2016 05:45,15/02/2016 11:45,39.97859,-82.9763,39.97418,-83.00344,1.469,Between I-71 and US-23/Third St/Fourth St/Exit 4 - Accident.,,I-670 W,R,Columbus,Franklin,OH,43203,US,US/Eastern,KCMH,15/02/2016 05:51,21.9,14.5,89,30.06,5,SE,5.8,0,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-168,2,15/02/2016 06:15,15/02/2016 12:15,39.95459,-83.04255,39.95928,-83.04736,0.412,At US-40/Broad St/Exit 97 - Accident.,,I-70 W,R,Columbus,Franklin,OH,43222,US,US/Eastern,KTZR,15/02/2016 06:15,22.8,13.6,96,30.02,3,SSE,8.1,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-169,4,15/02/2016 06:18,15/02/2016 12:18,39.68291,-85.97372,39.67907,-85.96786,0.409,At Acton Rd/Exit 99 - Accident.,,US-421 S,R,Indianapolis,Marion,IN,46239,US,US/Eastern,KMQJ,15/02/2016 06:14,21.2,14.9,100,29.97,1.8,South,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-170,2,15/02/2016 06:37,15/02/2016 12:37,38.49304,-85.77156,38.48923,-85.77188,0.264,At Blue Lick Rd/Exit 16 - Accident.,,I-65 S,R,Memphis,Clark,IN,47143,US,US/Eastern,KLOU,15/02/2016 06:53,30.9,,96,30.01,2,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-171,4,15/02/2016 06:57,15/02/2016 12:57,38.33428,-85.82177,38.33649,-85.81712,0.295,At IN-111/Grant Line Rd/Exit 3 - Accident.,,I-265 E,R,New Albany,Floyd,IN,47150,US,US/Eastern,KLOU,15/02/2016 06:53,30.9,,96,30.01,2,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-172,2,15/02/2016 07:01,15/02/2016 13:01,39.99921,-83.02875,39.97825,-83.02147,1.499,Between Kinnear Rd and I-670 E - Accident.,,Olentangy Fwy N,R,Columbus,Franklin,OH,43210,US,US/Eastern,KOSU,15/02/2016 06:53,24.1,15.2,91,30.06,2.5,SSE,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-173,3,15/02/2016 07:13,15/02/2016 13:13,38.53844,-85.77702,38.54355,-85.7781,0.358,At IN-160/Exit 19 - Accident.,,I-65 N,R,Henryville,Clark,IN,47126,US,US/Eastern,KLOU,15/02/2016 07:15,32,,92,29.99,2,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-174,2,15/02/2016 07:14,15/02/2016 13:14,38.1781,-85.71946,38.18104,-85.72116,0.223,At KY-61/Grade Lane/Exit 130 - Accident.,,Dr Martin Luther King Jr Expy N,R,Louisville,Jefferson,KY,40213,US,US/Eastern,KSDF,15/02/2016 07:03,32,26.4,92,29.99,2,SE,5.8,0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-175,2,15/02/2016 07:14,15/02/2016 13:14,39.87433,-82.99882,39.89356,-83.04101,2.602,Between US-23/High St/Exit 52 and I-71/Exit 55 - Accident.,,Outerbelt W,R,Columbus,Franklin,OH,43207,US,US/Eastern,KLCK,15/02/2016 07:15,25.2,17.3,96,30.02,1.2,South,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-176,4,15/02/2016 07:34,15/02/2016 13:34,41.39546,-85.32855,41.39469,-85.28893,2.054,Closed between County Road 500 E and County Road 700 E - Road closed due to accident.,3002, N 500 E,R,Kendallville,Noble,IN,46755-9663,US,US/Eastern,KGWB,15/02/2016 07:35,21.2,,86,29.96,2,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-177,4,15/02/2016 07:34,15/02/2016 13:34,41.39469,-85.28893,41.39546,-85.32855,2.054,Closed between County Road 700 E and County Road 500 E - Road closed due to accident.,2968, N 700 E,R,Avilla,Noble,IN,46710,US,US/Eastern,KGWB,15/02/2016 07:35,21.2,,86,29.96,2,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-178,3,15/02/2016 07:34,15/02/2016 13:34,41.90473,-83.36986,41.90569,-83.36915,0.076,At Elm Ave/Exit 14 - Accident.,,I-75 S,R,Monroe,Monroe,MI,48162,US,US/Eastern,KTTF,15/02/2016 07:33,21.2,12.6,87,30.01,10,SSE,6.9,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-179,4,15/02/2016 08:54,15/02/2016 14:54,40.77137,-84.62203,40.80059,-84.61374,2.065,Closed between OH-709 and Wren Landeck Rd - Road closed due to accident.,513, W Carmean St,R,Ohio City,Van Wert,OH,45874-9037,US,US/Eastern,KAOH,15/02/2016 08:53,24.1,15.2,91,30.01,5,South,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-180,4,15/02/2016 08:54,15/02/2016 14:54,40.80059,-84.61374,40.77137,-84.62203,2.065,Closed between Wren Landeck Rd and OH-709 - Road closed due to accident.,10763, Wren Landeck Rd,L,Van Wert,Van Wert,OH,45891-9236,US,US/Eastern,KAOH,15/02/2016 08:53,24.1,15.2,91,30.01,5,South,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-181,2,15/02/2016 10:06,15/02/2016 16:06,39.87433,-82.99882,39.89356,-83.04101,2.602,Between US-23/High St/Exit 52 and I-71/Exit 55 - Accident.,,Outerbelt W,R,Columbus,Franklin,OH,43207,US,US/Eastern,KLCK,15/02/2016 10:15,28.9,20.4,94,30,7,South,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-182,4,15/02/2016 10:56,15/02/2016 16:56,40.78593,-84.61787,40.80059,-84.61374,1.036,Closed between Glenmore Rd and Wren Landeck Rd - Road closed due to accident.,15048, State Route 118,L,Ohio City,Van Wert,OH,45874-9630,US,US/Eastern,KAOH,15/02/2016 10:53,27,17.3,92,29.99,10,SSW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-183,4,15/02/2016 10:56,15/02/2016 16:56,40.80059,-84.61374,40.78593,-84.61787,1.036,Closed between Wren Landeck Rd and Glenmore Rd - Road closed due to accident.,10763, Wren Landeck Rd,L,Van Wert,Van Wert,OH,45891-9236,US,US/Eastern,KAOH,15/02/2016 10:53,27,17.3,92,29.99,10,SSW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-184,2,15/02/2016 11:21,15/02/2016 17:21,41.67487,-83.57266,41.67274,-83.57252,0.147,At I-475/Exit 204 - Accident.,,I-75 N,R,Toledo,Lucas,OH,43610,US,US/Eastern,KDUH,15/02/2016 11:14,24.3,17.3,93,29.97,5,SSW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-185,2,15/02/2016 12:26,15/02/2016 18:26,41.47376,-81.86113,41.4696,-81.81106,2.608,Between OH-2/OH-254/Detroit Rd/Exit 161 and McKinley Ave/Exit 164 - Accident.,,Northwest Fwy W,R,Rocky River,Cuyahoga,OH,44116,US,US/Eastern,KCLE,15/02/2016 12:51,30,20.5,82,29.99,10,South,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-186,3,15/02/2016 13:03,15/02/2016 19:03,38.33465,-85.75389,38.31053,-85.75245,1.668,At US-31/IN-131/Exit 4 - Accident.,,I-65 S,R,Clarksville,Clark,IN,47129,US,US/Eastern,KLOU,15/02/2016 12:53,37,33.3,93,29.94,5,South,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-187,2,15/02/2016 14:07,15/02/2016 20:07,39.14014,-84.53495,39.12338,-84.53557,1.158,Between US-52/Hopple St/Exit 3 and Western Hills Viad/Exit 2 - Accident.,,I-75 S,R,Cincinnati,Hamilton,OH,45225,US,US/Eastern,KLUK,15/02/2016 13:53,35.1,30.1,92,29.94,2,South,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-188,3,15/02/2016 14:48,15/02/2016 20:48,41.80143,-85.34888,41.81755,-85.32291,1.74,At Burr Oak Rd - Accident.,31081, E Chicago Rd,R,Sturgis,Saint Joseph,MI,49091-9547,US,US/Eastern,KIRS,15/02/2016 14:55,25.7,18,89,29.84,4,South,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-189,2,15/02/2016 16:21,15/02/2016 22:21,41.35761,-81.81988,41.35535,-81.81927,0.159,At US-42/Exit 234 - Accident.,,I-71 S,R,Cleveland,Cuyahoga,OH,44130,US,US/Eastern,KCLE,15/02/2016 16:51,33.1,27.7,82,29.96,7,South,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-190,2,15/02/2016 16:38,15/02/2016 22:38,39.34392,-84.39043,39.34107,-84.39895,0.496,At Cin-Day Rd/Exit 21 - Accident.,,I-75 S,R,West Chester,Butler,OH,45069,US,US/Eastern,KHAO,15/02/2016 16:51,35.6,,87,29.86,0.8,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-191,2,15/02/2016 19:02,16/02/2016 01:02,39.816154,-83.180105,39.825024,-83.151338,1.645,At US-62/OH-3/Exit 94 - Accident.,,I-71 N,R,Orient,Franklin,OH,43146,US,US/Eastern,KTZR,15/02/2016 18:55,33.1,,100,29.86,1.8,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-192,4,15/02/2016 20:46,16/02/2016 02:46,38.824929,-85.474495,38.82415,-85.63794,8.798,Closed between US-421 and IN-3 - Road closed due to accident.,4722, W State Road 250,R,Madison,Jefferson,IN,47250,US,US/Eastern,KLOU,15/02/2016 20:53,37,34.5,96,29.85,1.5,NNW,3.5,0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-193,4,15/02/2016 20:46,16/02/2016 02:46,38.82415,-85.63794,38.824929,-85.474495,8.798,Closed between IN-3 and US-421 - Road closed due to accident.,1410, W State Highway 250,R,Deputy,Jefferson,IN,47230-9365,US,US/Eastern,KBAK,15/02/2016 20:59,32,,100,29.83,3,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-194,4,15/02/2016 23:04,16/02/2016 05:04,40.593244,-85.150017,40.600487,-85.150502,0.501,Closed between IN-18 and IN-218 - Road closed due to accident.,10233, S State Road 1,R,Keystone,Wells,IN,46759-9758,US,US/Eastern,KMZZ,15/02/2016 22:55,29.8,,73,29.82,7,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-195,4,15/02/2016 23:04,16/02/2016 05:04,40.600487,-85.150502,40.593244,-85.150017,0.501,Closed between IN-218 and IN-18 - Road closed due to accident.,9797, S State Road 1,R,Keystone,Wells,IN,46759-9773,US,US/Eastern,KMZZ,15/02/2016 22:55,29.8,,73,29.82,7,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-196,4,15/02/2016 23:51,16/02/2016 05:51,41.19362,-80.2374,41.18483,-80.45009,11.076,Closed between US-19/Exit 15 and I-376/PA-760/Exit 4 - Road closed due to accident.,,I-80 W,R,Mercer,Mercer,PA,16137,US,US/Eastern,KUCP,15/02/2016 23:54,30.2,24.3,93,29.82,2,East,5.8,0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-197,4,16/02/2016 00:29,16/02/2016 06:29,40.55267,-85.14974,40.56744,-85.14993,1.021,Closed between IN-18 and E County Road 1200 S - Road closed due to accident.,8001, N State Road 1,R,Bryant,Jay,IN,47326-8917,US,US/Eastern,KMIE,16/02/2016 00:25,30.9,26.2,85,29.78,4,NW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-198,4,16/02/2016 00:29,16/02/2016 06:29,40.56744,-85.14993,40.55267,-85.14974,1.021,Closed between E County Road 1200 S and IN-18 - Road closed due to accident.,8801, E 1200 S-90,R,Pennville,Jay,IN,47369,US,US/Eastern,KMIE,16/02/2016 00:25,30.9,26.2,85,29.78,4,NW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-199,4,16/02/2016 02:45,16/02/2016 08:45,40.14212,-81.55153,40.29145,-81.55699,10.322,Closed between OH-541/CR-831/Exit 54 and US-36/Exit 65 - Road closed due to accident.,,I-77 N,R,Kimbolton,Guernsey,OH,43749,US,US/Eastern,KZZV,16/02/2016 02:53,34,29.8,92,29.69,0.8,North,4.6,0.1,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-200,2,16/02/2016 04:54,16/02/2016 10:54,39.94397,-82.41127,39.94348,-82.40391,0.391,At OH-13/Exit 132 - Accident.,,I-70 E,R,Thornville,Licking,OH,43076,US,US/Eastern,KVTA,16/02/2016 04:54,34,28,89,29.7,2,NW,6.9,0.05,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-201,2,16/02/2016 04:55,16/02/2016 10:55,39.96893,-83.11922,39.98407,-83.11864,1.047,At I-70/Exit 8 - Accident.,,Outerbelt N,R,Columbus,Franklin,OH,43228,US,US/Eastern,KTZR,16/02/2016 04:55,32.2,26.7,100,29.71,3,NW,5.8,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-202,2,16/02/2016 06:02,16/02/2016 12:02,40.6126,-80.09494,40.61824,-80.09567,0.392,At PA-910/Exit 73 - Accident.,,I-79 N,R,Wexford,Allegheny,PA,15090,US,US/Eastern,KBTP,16/02/2016 05:55,32,,93,29.61,7,Calm,,0.15,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-203,3,16/02/2016 06:09,16/02/2016 12:09,40.11184,-83.00883,40.11218,-83.02084,0.635,At US-23/Exit 23 - Accident.,,Outerbelt W,R,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,16/02/2016 05:53,33.1,26.1,96,29.71,5,NNW,8.1,0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-204,2,16/02/2016 06:08,16/02/2016 12:08,41.06347,-81.50372,41.06472,-81.50414,0.089,Ramp to Exit 125B - Accident.,591, Lumiere St,L,Akron,Summit,OH,44306,US,US/Eastern,KAKR,16/02/2016 05:54,33.1,26.1,92,29.68,1,NNW,8.1,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-205,2,16/02/2016 07:40,16/02/2016 13:40,39.972931,-85.965783,39.972875,-85.965902,0.007,At IN-37/Exit 5 - Accident.,,I-69 S,R,Fishers,Hamilton,IN,46038,US,US/Eastern,KMQJ,16/02/2016 07:34,30.2,22.6,86,29.79,5,West,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-206,2,16/02/2016 08:12,16/02/2016 14:12,39.95459,-83.04255,39.97368,-83.0835,2.538,Between US-40/Broad St/Exit 97 and Hague Ave/Exit 95 - Accident.,,I-70 W,R,Columbus,Franklin,OH,43222,US,US/Eastern,KTZR,16/02/2016 07:47,32,24.2,100,29.73,2.5,NW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-207,3,16/02/2016 08:11,16/02/2016 14:11,40.11184,-83.00883,40.11218,-83.02084,0.635,At US-23/Exit 23 - Accident.,,Outerbelt W,R,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,16/02/2016 07:53,32,24.2,96,29.75,3,NW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-208,2,16/02/2016 08:17,16/02/2016 14:17,39.97241,-82.84695,40.00631,-82.87275,2.711,Between OH-16/Broad St/Exit 39 and OH-317/Hamilton Rd/Exit 37 - Accident.,,Outerbelt N,R,Columbus,Franklin,OH,43213,US,US/Eastern,KCMH,16/02/2016 07:51,32,24.8,88,29.75,5,NNW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-209,2,16/02/2016 08:23,16/02/2016 14:23,39.9912,-85.9188,39.99008,-85.92858,0.523,At IN-238/Exit 10 - Accident.,,Olio Rd,R,Noblesville,Hamilton,IN,46060,US,US/Eastern,KTYQ,16/02/2016 08:15,28.4,21.2,92,29.8,4,West,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-210,2,16/02/2016 08:59,16/02/2016 14:59,41.34965,-81.51146,41.31438,-81.51325,2.439,Between I-480/Cuyahoga-Summit Co Line and OH-82/Exit 19 - Accident.,,I-271 S,R,Macedonia,Summit,OH,44056,US,US/Eastern,KPOV,16/02/2016 11:28,,,,29.7,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-211,4,16/02/2016 08:59,16/02/2016 14:59,41.11987,-80.69004,41.12401,-80.677376,0.719,Closed at I-680 - Road closed due to accident.,,OH-711 S,R,Youngstown,Mahoning,OH,44509,US,US/Eastern,KYNG,16/02/2016 08:51,30,21.7,92,29.68,0.8,NNW,9.2,,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-212,4,16/02/2016 08:59,16/02/2016 14:59,41.11851,-80.69242,41.11928,-80.6912,0.083,Ramp closed to OH-711 Eastbound - Road closed due to accident.,1530, Salt Springs Rd,L,Youngstown,Mahoning,OH,44509-1642,US,US/Eastern,KYNG,16/02/2016 08:51,30,21.7,92,29.68,0.8,NNW,9.2,,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-213,2,16/02/2016 08:59,16/02/2016 14:59,40.05642,-83.03097,40.05456,-83.03166,0.134,At Henderson Rd - Accident.,,Olentangy Fwy S,R,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,16/02/2016 08:53,32,26.4,96,29.78,2.5,NW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-214,2,16/02/2016 09:01,16/02/2016 15:01,38.117487,-85.760397,38.11748,-85.760353,0.002,At KY-1020/National TNPk/Exit 8 - Accident.,,KY-841 E,R,Fairdale,Jefferson,KY,40118,US,US/Eastern,KSDF,16/02/2016 08:56,34,29.8,92,29.86,0.5,SSW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-215,2,16/02/2016 09:13,16/02/2016 15:13,41.44134,-81.65055,41.42336,-81.64497,1.275,Between Grant Ave/Exit 158 and OH-21/Brecksville Rd/Exit 157 - Accident.,,I-77 S,R,Cleveland,Cuyahoga,OH,44105,US,US/Eastern,KBKL,16/02/2016 09:10,32,24.2,96,29.73,1,NNW,9.2,0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-216,2,16/02/2016 09:18,16/02/2016 15:18,38.61531,-80.76034,38.61838,-80.75247,0.475,At US-19/Exit 57 - Accident.,,I-79 N,R,Sutton,Braxton,WV,26601,US,US/Eastern,K48I,16/02/2016 09:00,33,27,96,28.37,0.75,WSW,7,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-217,4,16/02/2016 09:32,16/02/2016 15:32,41.124052,-80.677589,41.11882,-80.69266,0.864,Closed between US-42 and I-680 - Road closed due to accident.,,OH-711 S,R,Youngstown,Mahoning,OH,44510,US,US/Eastern,KYNG,16/02/2016 09:21,30,21.7,92,29.65,1.5,NNW,9.2,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218,2,16/02/2016 09:41,16/02/2016 15:41,39.95085,-82.94428,39.94916,-82.94373,0.12,At Alum Creek Dr/Exit 103 - Accident.,,I-70 E,R,Columbus,Franklin,OH,43205,US,US/Eastern,KCMH,16/02/2016 09:49,32,26.4,87,29.77,5,NW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219,2,16/02/2016 09:54,16/02/2016 15:54,41.06257,-81.52228,41.06268,-81.51988,0.125,At Wolf Ledges/Exit 22 - Accident.,,I-77 N,R,Akron,Summit,OH,44311,US,US/Eastern,KAKR,16/02/2016 09:54,34,28.8,89,29.72,1.2,NNW,5.8,0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-220,2,16/02/2016 09:58,16/02/2016 15:58,40.11212,-83.03906,40.1119,-83.01663,1.185,Between OH-315/Olentangy Riv Rd/Exit 22 and US-23/Exit 23 - Accident.,,Outerbelt E,R,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,16/02/2016 10:00,33.1,24.9,92,29.77,2.5,WNW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-221,2,16/02/2016 10:05,16/02/2016 16:05,39.887033,-83.043909,39.875819,-83.051608,0.876,At Stringtown Rd/Exit 100 - Accident.,,I-71 S,R,Grove City,Franklin,OH,43123,US,US/Eastern,KTZR,16/02/2016 10:18,32,25.6,100,29.79,0.8,West,6.9,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-222,2,16/02/2016 10:12,16/02/2016 16:12,40.04916,-83.03336,40.05188,-83.03257,0.193,At OH-315/W Henderson Rd/Jasonway Ave - Accident.,,Olentangy Fwy N,R,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,16/02/2016 10:13,32,24.8,96,29.77,1.8,WNW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-223,2,16/02/2016 11:46,16/02/2016 17:46,41.12906,-85.1612,41.13,-85.15408,0.376,At US-27/IN-1/IN-3/Lima Rd/Exit 111 - Accident.,,US-24 E,R,Fort Wayne,Allen,IN,46818,US,US/Eastern,KFWA,16/02/2016 11:54,28.9,21.9,82,29.86,8,NW,6.9,0,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-224,2,16/02/2016 11:46,16/02/2016 17:46,41.17798,-85.10323,41.18004,-85.1033,0.142,At IN-1/Dupont Rd/Exit 116 - Accident.,,I-69 N,R,Fort Wayne,Allen,IN,46825,US,US/Eastern,KGWB,16/02/2016 11:55,30.2,26.7,86,29.82,5,West,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-225,2,16/02/2016 12:08,16/02/2016 18:08,38.08783,-83.90263,38.12853,-83.74765,8.883,Between US-60/Exit 113 and KY-36/Exit 121 - Accident.,,I-64 E,R,Mount Sterling,Montgomery,KY,40353,US,US/Eastern,KIOB,16/02/2016 12:15,33.8,27.7,100,29.85,5,West,6.9,0.03,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-226,2,16/02/2016 12:18,16/02/2016 18:18,41.63316,-83.54203,41.63548,-83.54284,0.166,At South Ave/Kuhlman Dr/Exit 200 - Accident.,,I-75 N,R,Toledo,Lucas,OH,43609,US,US/Eastern,KTDZ,16/02/2016 12:05,30.9,,79,29.81,5,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-227,2,16/02/2016 12:40,16/02/2016 18:40,39.149639,-84.539381,39.15228,-84.5412,0.207,At I-74/US-52/US-27/Exit 4 - Accident.,,I-74 W,R,Cincinnati,Hamilton,OH,45225,US,US/Eastern,KLUK,16/02/2016 12:53,36,31.1,73,29.85,10,West,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-228,4,16/02/2016 13:47,16/02/2016 19:47,40.9605,-85.3528,40.96051,-85.34522,0.395,Closed between Gundy Rd and Mayne Rd - Road closed due to accident.,5083, E 900 N,R,Roanoke,Huntington,IN,46783-9701,US,US/Eastern,KFWA,16/02/2016 13:54,30,22.4,79,29.84,10,West,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-229,4,16/02/2016 13:47,16/02/2016 19:47,40.96051,-85.34522,40.9605,-85.3528,0.395,Closed between Mayne Rd and Gundy Rd - Road closed due to accident.,5527, E 900 N,R,Roanoke,Huntington,IN,46783-9703,US,US/Eastern,KFWA,16/02/2016 13:54,30,22.4,79,29.84,10,West,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-230,2,16/02/2016 14:36,16/02/2016 20:36,41.08204,-80.64847,41.08156,-80.64523,0.172,At South Ave/Exit 7 - Accident.,,I-680 S,R,Youngstown,Mahoning,OH,44507,US,US/Eastern,KYNG,16/02/2016 14:51,30.9,22.8,89,29.74,3,NNW,9.2,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-231,2,16/02/2016 14:38,16/02/2016 20:38,41.61791,-83.54107,41.6217,-83.54185,0.265,At OH-65/Miami St/Exit 199 - Accident.,,I-75 N,R,Northwood,Wood,OH,43619,US,US/Eastern,KTDZ,16/02/2016 14:53,32,24.2,75,29.79,9,WNW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-232,2,16/02/2016 15:26,16/02/2016 21:26,38.41592,-82.3465,38.411198,-82.349767,0.371,Between US-60/Exit 15 and WV-10/Hal Greer Blvd/Exit 11 - Accident.,,I-64 W,R,Huntington,Cabell,WV,25705,US,US/Eastern,KHTS,16/02/2016 15:51,36,32.1,76,29.81,10,NW,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233,2,16/02/2016 15:46,16/02/2016 21:46,41.67571,-83.69385,41.67571,-83.69385,0,At US-20/OH-120/Central/Exit 13 - Accident.,,I-475 N,R,Toledo,Lucas,OH,43615,US,US/Eastern,KDUH,16/02/2016 15:55,30.2,23.4,77,29.79,10,West,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-234,2,16/02/2016 16:25,16/02/2016 22:25,39.08272,-84.52264,39.05753,-84.54183,2.022,Between 12th St/Pike St/Exit 191 and KY-1072/Kyles Ln/Exit 189 - Accident.,,I-75 S,R,Covington,Kenton,KY,41011,US,US/Eastern,KLUK,16/02/2016 16:53,37.9,33.5,68,29.84,10,West,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
